FXrate,insertedtimestamp,timestamp
1.08564,2023-03-31T13:32:05.178Z,2023-03-31T13:32:04.000Z
1.08567,2023-03-31T13:32:06.225Z,2023-03-31T13:32:05.000Z
1.08567,2023-03-31T13:32:07.198Z,2023-03-31T13:32:05.000Z
1.08567,2023-03-31T13:32:08.212Z,2023-03-31T13:32:07.000Z
1.08568,2023-03-31T13:32:09.269Z,2023-03-31T13:32:07.000Z
1.08568,2023-03-31T13:32:10.304Z,2023-03-31T13:32:09.000Z
1.08568,2023-03-31T13:32:11.257Z,2023-03-31T13:32:09.000Z
1.08568,2023-03-31T13:32:12.314Z,2023-03-31T13:32:11.000Z
1.08566,2023-03-31T13:32:13.698Z,2023-03-31T13:32:13.000Z
1.08565,2023-03-31T13:32:14.349Z,2023-03-31T13:32:14.000Z
1.08568,2023-03-31T13:32:15.348Z,2023-03-31T13:32:14.000Z
1.08568,2023-03-31T13:32:16.278Z,2023-03-31T13:32:14.000Z
1.08568,2023-03-31T13:32:17.286Z,2023-03-31T13:32:14.000Z
1.08568,2023-03-31T13:32:18.295Z,2023-03-31T13:32:17.000Z
1.08568,2023-03-31T13:32:19.312Z,2023-03-31T13:32:17.000Z
1.08567,2023-03-31T13:32:20.338Z,2023-03-31T13:32:19.000Z
1.08563,2023-03-31T13:32:21.451Z,2023-03-31T13:32:20.000Z
1.08562,2023-03-31T13:32:22.509Z,2023-03-31T13:32:21.000Z
1.08563,2023-03-31T13:32:23.590Z,2023-03-31T13:32:22.000Z
1.08562,2023-03-31T13:32:24.687Z,2023-03-31T13:32:24.000Z
1.08564,2023-03-31T13:32:25.547Z,2023-03-31T13:32:25.000Z
1.08564,2023-03-31T13:32:26.496Z,2023-03-31T13:32:25.000Z
1.08564,2023-03-31T13:32:27.674Z,2023-03-31T13:32:26.000Z
1.08565,2023-03-31T13:32:28.410Z,2023-03-31T13:32:28.000Z
1.08565,2023-03-31T13:32:29.481Z,2023-03-31T13:32:28.000Z
1.08565,2023-03-31T13:32:30.552Z,2023-03-31T13:32:30.000Z
1.08565,2023-03-31T13:32:31.428Z,2023-03-31T13:32:31.000Z
1.08563,2023-03-31T13:32:32.438Z,2023-03-31T13:32:32.000Z
1.08565,2023-03-31T13:32:33.453Z,2023-03-31T13:32:33.000Z
1.08565,2023-03-31T13:32:34.480Z,2023-03-31T13:32:34.000Z
1.08565,2023-03-31T13:32:35.525Z,2023-03-31T13:32:35.000Z
1.08564,2023-03-31T13:32:36.497Z,2023-03-31T13:32:36.000Z
1.08567,2023-03-31T13:32:37.531Z,2023-03-31T13:32:36.000Z
1.08567,2023-03-31T13:32:38.833Z,2023-03-31T13:32:37.000Z
1.08568,2023-03-31T13:32:39.540Z,2023-03-31T13:32:39.000Z
1.08568,2023-03-31T13:32:40.618Z,2023-03-31T13:32:39.000Z
1.08566,2023-03-31T13:32:41.514Z,2023-03-31T13:32:41.000Z
1.08565,2023-03-31T13:32:42.518Z,2023-03-31T13:32:41.000Z
1.08568,2023-03-31T13:32:44.036Z,2023-03-31T13:32:43.000Z
1.08568,2023-03-31T13:32:44.546Z,2023-03-31T13:32:43.000Z
1.0856,2023-03-31T13:32:45.533Z,2023-03-31T13:32:45.000Z
1.08565,2023-03-31T13:32:46.537Z,2023-03-31T13:32:46.000Z
1.08568,2023-03-31T13:32:47.571Z,2023-03-31T13:32:46.000Z
1.08568,2023-03-31T13:32:48.613Z,2023-03-31T13:32:46.000Z
1.08568,2023-03-31T13:32:49.576Z,2023-03-31T13:32:46.000Z
1.08566,2023-03-31T13:32:50.562Z,2023-03-31T13:32:50.000Z
1.08567,2023-03-31T13:32:51.583Z,2023-03-31T13:32:50.000Z
1.08568,2023-03-31T13:32:52.683Z,2023-03-31T13:32:51.000Z
1.08568,2023-03-31T13:32:53.652Z,2023-03-31T13:32:53.000Z
1.08568,2023-03-31T13:32:54.606Z,2023-03-31T13:32:53.000Z
1.08568,2023-03-31T13:32:55.659Z,2023-03-31T13:32:55.000Z
1.08568,2023-03-31T13:32:56.756Z,2023-03-31T13:32:55.000Z
1.08567,2023-03-31T13:32:57.647Z,2023-03-31T13:32:57.000Z
1.08567,2023-03-31T13:32:58.645Z,2023-03-31T13:32:57.000Z
1.08563,2023-03-31T13:32:59.615Z,2023-03-31T13:32:59.000Z
1.08565,2023-03-31T13:33:01.178Z,2023-03-31T13:33:00.000Z
1.08565,2023-03-31T13:33:01.619Z,2023-03-31T13:33:01.000Z
1.0856,2023-03-31T13:33:02.617Z,2023-03-31T13:33:02.000Z
1.0856,2023-03-31T13:33:03.628Z,2023-03-31T13:33:03.000Z
1.08561,2023-03-31T13:33:04.628Z,2023-03-31T13:33:04.000Z
1.08561,2023-03-31T13:33:05.681Z,2023-03-31T13:33:05.000Z
1.08562,2023-03-31T13:33:06.680Z,2023-03-31T13:33:06.000Z
1.08565,2023-03-31T13:33:07.641Z,2023-03-31T13:33:07.000Z
1.08566,2023-03-31T13:33:08.687Z,2023-03-31T13:33:08.000Z
1.08566,2023-03-31T13:33:09.656Z,2023-03-31T13:33:08.000Z
1.0855,2023-03-31T13:33:10.690Z,2023-03-31T13:33:09.000Z
1.08566,2023-03-31T13:33:11.664Z,2023-03-31T13:33:10.000Z
1.08566,2023-03-31T13:33:12.834Z,2023-03-31T13:33:10.000Z
1.08566,2023-03-31T13:33:13.700Z,2023-03-31T13:33:10.000Z
1.08566,2023-03-31T13:33:14.672Z,2023-03-31T13:33:13.000Z
1.08565,2023-03-31T13:33:15.674Z,2023-03-31T13:33:15.000Z
1.08567,2023-03-31T13:33:16.690Z,2023-03-31T13:33:15.000Z
1.0856,2023-03-31T13:33:17.735Z,2023-03-31T13:33:17.000Z
1.0856,2023-03-31T13:33:18.768Z,2023-03-31T13:33:18.000Z
1.08559,2023-03-31T13:33:19.842Z,2023-03-31T13:33:18.000Z
1.0855,2023-03-31T13:33:20.760Z,2023-03-31T13:33:19.000Z
1.08563,2023-03-31T13:33:21.816Z,2023-03-31T13:33:20.000Z
1.08563,2023-03-31T13:33:22.746Z,2023-03-31T13:33:20.000Z
1.08563,2023-03-31T13:33:23.760Z,2023-03-31T13:33:20.000Z
1.08562,2023-03-31T13:33:24.758Z,2023-03-31T13:33:24.000Z
1.08561,2023-03-31T13:33:26.180Z,2023-03-31T13:33:25.000Z
1.08563,2023-03-31T13:33:26.788Z,2023-03-31T13:33:25.000Z
1.08563,2023-03-31T13:33:27.784Z,2023-03-31T13:33:25.000Z
1.0856,2023-03-31T13:33:28.808Z,2023-03-31T13:33:28.000Z
1.08563,2023-03-31T13:33:29.805Z,2023-03-31T13:33:29.000Z
1.08563,2023-03-31T13:33:30.784Z,2023-03-31T13:33:30.000Z
1.08563,2023-03-31T13:33:31.853Z,2023-03-31T13:33:30.000Z
1.08562,2023-03-31T13:33:33.087Z,2023-03-31T13:33:32.000Z
1.08559,2023-03-31T13:33:33.806Z,2023-03-31T13:33:33.000Z
1.08563,2023-03-31T13:33:34.813Z,2023-03-31T13:33:33.000Z
1.0856,2023-03-31T13:33:35.832Z,2023-03-31T13:33:35.000Z
1.08562,2023-03-31T13:33:36.840Z,2023-03-31T13:33:35.000Z
1.08559,2023-03-31T13:33:38.401Z,2023-03-31T13:33:37.000Z
1.08559,2023-03-31T13:33:38.852Z,2023-03-31T13:33:37.000Z
1.08562,2023-03-31T13:33:39.862Z,2023-03-31T13:33:39.000Z
1.08562,2023-03-31T13:33:40.878Z,2023-03-31T13:33:39.000Z
1.0855,2023-03-31T13:33:41.865Z,2023-03-31T13:33:41.000Z
1.08556,2023-03-31T13:33:42.874Z,2023-03-31T13:33:42.000Z
1.08546,2023-03-31T13:33:43.884Z,2023-03-31T13:33:43.000Z
1.08553,2023-03-31T13:33:44.898Z,2023-03-31T13:33:43.000Z
1.08553,2023-03-31T13:33:45.887Z,2023-03-31T13:33:45.000Z
1.08553,2023-03-31T13:33:46.905Z,2023-03-31T13:33:45.000Z
1.08553,2023-03-31T13:33:47.891Z,2023-03-31T13:33:45.000Z
1.08553,2023-03-31T13:33:48.995Z,2023-03-31T13:33:45.000Z
1.08553,2023-03-31T13:33:49.912Z,2023-03-31T13:33:45.000Z
1.08553,2023-03-31T13:33:50.904Z,2023-03-31T13:33:50.000Z
1.08546,2023-03-31T13:33:51.924Z,2023-03-31T13:33:50.000Z
1.08557,2023-03-31T13:33:52.926Z,2023-03-31T13:33:52.000Z
1.08557,2023-03-31T13:33:53.939Z,2023-03-31T13:33:52.000Z
1.08558,2023-03-31T13:33:54.946Z,2023-03-31T13:33:54.000Z
1.08559,2023-03-31T13:33:55.958Z,2023-03-31T13:33:54.000Z
1.08558,2023-03-31T13:33:56.955Z,2023-03-31T13:33:56.000Z
1.08558,2023-03-31T13:33:57.971Z,2023-03-31T13:33:57.000Z
1.08558,2023-03-31T13:33:59.011Z,2023-03-31T13:33:58.000Z
1.08557,2023-03-31T13:34:00.025Z,2023-03-31T13:33:59.000Z
1.08561,2023-03-31T13:34:01.080Z,2023-03-31T13:34:00.000Z
1.08561,2023-03-31T13:34:02.027Z,2023-03-31T13:34:01.000Z
1.08558,2023-03-31T13:34:03.256Z,2023-03-31T13:34:02.000Z
1.0856,2023-03-31T13:34:04.026Z,2023-03-31T13:34:03.000Z
1.08561,2023-03-31T13:34:05.017Z,2023-03-31T13:34:04.000Z
1.0854,2023-03-31T13:34:06.029Z,2023-03-31T13:34:05.000Z
1.0854,2023-03-31T13:34:07.034Z,2023-03-31T13:34:05.000Z
1.08563,2023-03-31T13:34:08.096Z,2023-03-31T13:34:07.000Z
1.08563,2023-03-31T13:34:09.261Z,2023-03-31T13:34:08.000Z
1.08563,2023-03-31T13:34:10.261Z,2023-03-31T13:34:08.000Z
1.0856,2023-03-31T13:34:11.082Z,2023-03-31T13:34:10.000Z
1.08563,2023-03-31T13:34:12.128Z,2023-03-31T13:34:10.000Z
1.08562,2023-03-31T13:34:13.112Z,2023-03-31T13:34:12.000Z
1.08561,2023-03-31T13:34:14.125Z,2023-03-31T13:34:13.000Z
1.08562,2023-03-31T13:34:15.124Z,2023-03-31T13:34:14.000Z
1.0854,2023-03-31T13:34:16.114Z,2023-03-31T13:34:15.000Z
1.08559,2023-03-31T13:34:17.380Z,2023-03-31T13:34:15.000Z
1.08556,2023-03-31T13:34:18.140Z,2023-03-31T13:34:17.000Z
1.08557,2023-03-31T13:34:19.145Z,2023-03-31T13:34:18.000Z
1.08558,2023-03-31T13:34:20.148Z,2023-03-31T13:34:19.000Z
1.08557,2023-03-31T13:34:21.164Z,2023-03-31T13:34:20.000Z
1.08558,2023-03-31T13:34:22.156Z,2023-03-31T13:34:21.000Z
1.08557,2023-03-31T13:34:23.182Z,2023-03-31T13:34:22.000Z
1.08556,2023-03-31T13:34:24.176Z,2023-03-31T13:34:23.000Z
1.08557,2023-03-31T13:34:25.193Z,2023-03-31T13:34:24.000Z
1.08556,2023-03-31T13:34:26.238Z,2023-03-31T13:34:25.000Z
1.08556,2023-03-31T13:34:27.254Z,2023-03-31T13:34:25.000Z
1.08556,2023-03-31T13:34:28.224Z,2023-03-31T13:34:25.000Z
1.08556,2023-03-31T13:34:29.550Z,2023-03-31T13:34:28.000Z
1.08557,2023-03-31T13:34:30.249Z,2023-03-31T13:34:29.000Z
1.08554,2023-03-31T13:34:31.594Z,2023-03-31T13:34:30.000Z
1.08554,2023-03-31T13:34:32.249Z,2023-03-31T13:34:31.000Z
1.08554,2023-03-31T13:34:33.236Z,2023-03-31T13:34:32.000Z
1.08555,2023-03-31T13:34:34.246Z,2023-03-31T13:34:33.000Z
1.08555,2023-03-31T13:34:35.488Z,2023-03-31T13:34:35.000Z
1.08554,2023-03-31T13:34:36.253Z,2023-03-31T13:34:35.000Z
1.08553,2023-03-31T13:34:37.262Z,2023-03-31T13:34:36.000Z
1.08554,2023-03-31T13:34:38.298Z,2023-03-31T13:34:37.000Z
1.08556,2023-03-31T13:34:39.450Z,2023-03-31T13:34:38.000Z
1.08556,2023-03-31T13:34:40.296Z,2023-03-31T13:34:39.000Z
1.08556,2023-03-31T13:34:41.445Z,2023-03-31T13:34:40.000Z
1.08556,2023-03-31T13:34:42.310Z,2023-03-31T13:34:41.000Z
1.08556,2023-03-31T13:34:43.310Z,2023-03-31T13:34:41.000Z
1.08556,2023-03-31T13:34:44.315Z,2023-03-31T13:34:41.000Z
1.08556,2023-03-31T13:34:45.315Z,2023-03-31T13:34:41.000Z
1.08555,2023-03-31T13:34:46.329Z,2023-03-31T13:34:45.000Z
1.08556,2023-03-31T13:34:47.337Z,2023-03-31T13:34:46.000Z
1.08556,2023-03-31T13:34:48.383Z,2023-03-31T13:34:46.000Z
1.08556,2023-03-31T13:34:49.528Z,2023-03-31T13:34:46.000Z
1.08556,2023-03-31T13:34:50.372Z,2023-03-31T13:34:49.000Z
1.08556,2023-03-31T13:34:51.473Z,2023-03-31T13:34:50.000Z
1.08556,2023-03-31T13:34:52.436Z,2023-03-31T13:34:50.000Z
1.08556,2023-03-31T13:34:53.373Z,2023-03-31T13:34:50.000Z
1.08555,2023-03-31T13:34:54.605Z,2023-03-31T13:34:53.000Z
1.08555,2023-03-31T13:34:55.451Z,2023-03-31T13:34:53.000Z
1.0855,2023-03-31T13:34:56.401Z,2023-03-31T13:34:55.000Z
1.08555,2023-03-31T13:34:57.406Z,2023-03-31T13:34:57.000Z
1.08555,2023-03-31T13:34:58.429Z,2023-03-31T13:34:57.000Z
1.08555,2023-03-31T13:34:59.425Z,2023-03-31T13:34:57.000Z
1.08554,2023-03-31T13:35:00.465Z,2023-03-31T13:35:00.000Z
1.08555,2023-03-31T13:35:01.446Z,2023-03-31T13:35:00.000Z
1.08553,2023-03-31T13:35:02.462Z,2023-03-31T13:35:02.000Z
1.08556,2023-03-31T13:35:03.454Z,2023-03-31T13:35:03.000Z
1.08556,2023-03-31T13:35:04.476Z,2023-03-31T13:35:03.000Z
1.08555,2023-03-31T13:35:05.510Z,2023-03-31T13:35:04.000Z
1.0854,2023-03-31T13:35:06.751Z,2023-03-31T13:35:05.000Z
1.0854,2023-03-31T13:35:07.481Z,2023-03-31T13:35:05.000Z
1.0854,2023-03-31T13:35:08.529Z,2023-03-31T13:35:05.000Z
1.0854,2023-03-31T13:35:09.499Z,2023-03-31T13:35:05.000Z
1.0854,2023-03-31T13:35:10.539Z,2023-03-31T13:35:05.000Z
1.08555,2023-03-31T13:35:11.507Z,2023-03-31T13:35:10.000Z
1.08555,2023-03-31T13:35:12.514Z,2023-03-31T13:35:12.000Z
1.08556,2023-03-31T13:35:13.532Z,2023-03-31T13:35:12.000Z
1.08555,2023-03-31T13:35:14.527Z,2023-03-31T13:35:14.000Z
1.08554,2023-03-31T13:35:15.536Z,2023-03-31T13:35:15.000Z
1.0854,2023-03-31T13:35:16.537Z,2023-03-31T13:35:15.000Z
1.0855,2023-03-31T13:35:17.561Z,2023-03-31T13:35:16.000Z
1.0855,2023-03-31T13:35:18.545Z,2023-03-31T13:35:16.000Z
1.08551,2023-03-31T13:35:19.651Z,2023-03-31T13:35:19.000Z
1.0855,2023-03-31T13:35:20.560Z,2023-03-31T13:35:20.000Z
1.0855,2023-03-31T13:35:21.542Z,2023-03-31T13:35:20.000Z
1.0855,2023-03-31T13:35:22.591Z,2023-03-31T13:35:22.000Z
1.08549,2023-03-31T13:35:23.592Z,2023-03-31T13:35:23.000Z
1.08553,2023-03-31T13:35:24.671Z,2023-03-31T13:35:24.000Z
1.08554,2023-03-31T13:35:25.616Z,2023-03-31T13:35:25.000Z
1.08554,2023-03-31T13:35:26.806Z,2023-03-31T13:35:26.000Z
1.08555,2023-03-31T13:35:27.639Z,2023-03-31T13:35:26.000Z
1.08554,2023-03-31T13:35:28.635Z,2023-03-31T13:35:28.000Z
1.08557,2023-03-31T13:35:29.618Z,2023-03-31T13:35:28.000Z
1.08557,2023-03-31T13:35:30.663Z,2023-03-31T13:35:28.000Z
1.08557,2023-03-31T13:35:31.733Z,2023-03-31T13:35:31.000Z
1.08552,2023-03-31T13:35:32.793Z,2023-03-31T13:35:32.000Z
1.08552,2023-03-31T13:35:33.704Z,2023-03-31T13:35:33.000Z
1.08557,2023-03-31T13:35:34.749Z,2023-03-31T13:35:33.000Z
1.08556,2023-03-31T13:35:35.662Z,2023-03-31T13:35:35.000Z
1.08552,2023-03-31T13:35:36.682Z,2023-03-31T13:35:36.000Z
1.08556,2023-03-31T13:35:37.720Z,2023-03-31T13:35:37.000Z
1.08556,2023-03-31T13:35:38.713Z,2023-03-31T13:35:38.000Z
1.08555,2023-03-31T13:35:39.708Z,2023-03-31T13:35:39.000Z
1.08552,2023-03-31T13:35:40.699Z,2023-03-31T13:35:40.000Z
1.08554,2023-03-31T13:35:41.707Z,2023-03-31T13:35:41.000Z
1.08554,2023-03-31T13:35:42.758Z,2023-03-31T13:35:41.000Z
1.08553,2023-03-31T13:35:43.788Z,2023-03-31T13:35:43.000Z
1.08553,2023-03-31T13:35:44.803Z,2023-03-31T13:35:43.000Z
1.08556,2023-03-31T13:35:45.733Z,2023-03-31T13:35:45.000Z
1.0854,2023-03-31T13:35:46.757Z,2023-03-31T13:35:45.000Z
1.08557,2023-03-31T13:35:47.751Z,2023-03-31T13:35:47.000Z
1.08557,2023-03-31T13:35:48.768Z,2023-03-31T13:35:47.000Z
1.08557,2023-03-31T13:35:49.778Z,2023-03-31T13:35:49.000Z
1.08557,2023-03-31T13:35:50.790Z,2023-03-31T13:35:50.000Z
1.08557,2023-03-31T13:35:51.789Z,2023-03-31T13:35:51.000Z
1.08556,2023-03-31T13:35:52.817Z,2023-03-31T13:35:52.000Z
1.08556,2023-03-31T13:35:53.816Z,2023-03-31T13:35:52.000Z
1.08555,2023-03-31T13:35:54.989Z,2023-03-31T13:35:54.000Z
1.08555,2023-03-31T13:35:55.809Z,2023-03-31T13:35:54.000Z
1.0854,2023-03-31T13:35:56.808Z,2023-03-31T13:35:55.000Z
1.08555,2023-03-31T13:35:58.160Z,2023-03-31T13:35:57.000Z
1.08556,2023-03-31T13:35:58.846Z,2023-03-31T13:35:58.000Z
1.08554,2023-03-31T13:36:00.519Z,2023-03-31T13:35:59.000Z
1.08554,2023-03-31T13:36:00.835Z,2023-03-31T13:36:00.000Z
1.08556,2023-03-31T13:36:02.231Z,2023-03-31T13:36:01.000Z
1.08554,2023-03-31T13:36:02.862Z,2023-03-31T13:36:02.000Z
1.08556,2023-03-31T13:36:04.105Z,2023-03-31T13:36:02.000Z
1.08556,2023-03-31T13:36:04.853Z,2023-03-31T13:36:02.000Z
1.08556,2023-03-31T13:36:05.862Z,2023-03-31T13:36:05.000Z
1.08554,2023-03-31T13:36:06.872Z,2023-03-31T13:36:06.000Z
1.08554,2023-03-31T13:36:08.267Z,2023-03-31T13:36:06.000Z
1.08554,2023-03-31T13:36:08.889Z,2023-03-31T13:36:06.000Z
1.08554,2023-03-31T13:36:09.951Z,2023-03-31T13:36:06.000Z
1.08556,2023-03-31T13:36:11.027Z,2023-03-31T13:36:10.000Z
1.08557,2023-03-31T13:36:12.053Z,2023-03-31T13:36:11.000Z
1.08556,2023-03-31T13:36:12.980Z,2023-03-31T13:36:12.000Z
1.08557,2023-03-31T13:36:13.968Z,2023-03-31T13:36:12.000Z
1.08556,2023-03-31T13:36:15.238Z,2023-03-31T13:36:14.000Z
1.08557,2023-03-31T13:36:15.940Z,2023-03-31T13:36:15.000Z
1.08558,2023-03-31T13:36:16.974Z,2023-03-31T13:36:16.000Z
1.08557,2023-03-31T13:36:17.948Z,2023-03-31T13:36:16.000Z
1.08557,2023-03-31T13:36:18.964Z,2023-03-31T13:36:16.000Z
1.08555,2023-03-31T13:36:19.967Z,2023-03-31T13:36:19.000Z
1.08555,2023-03-31T13:36:21.106Z,2023-03-31T13:36:20.000Z
1.08558,2023-03-31T13:36:21.973Z,2023-03-31T13:36:20.000Z
1.0856,2023-03-31T13:36:23.046Z,2023-03-31T13:36:22.000Z
1.08561,2023-03-31T13:36:24.044Z,2023-03-31T13:36:22.000Z
1.08561,2023-03-31T13:36:25.015Z,2023-03-31T13:36:22.000Z
1.08558,2023-03-31T13:36:26.041Z,2023-03-31T13:36:25.000Z
1.08561,2023-03-31T13:36:27.023Z,2023-03-31T13:36:26.000Z
1.08561,2023-03-31T13:36:28.042Z,2023-03-31T13:36:26.000Z
1.08559,2023-03-31T13:36:29.157Z,2023-03-31T13:36:28.000Z
1.08559,2023-03-31T13:36:30.179Z,2023-03-31T13:36:29.000Z
1.0856,2023-03-31T13:36:31.189Z,2023-03-31T13:36:30.000Z
1.08558,2023-03-31T13:36:32.099Z,2023-03-31T13:36:31.000Z
1.08561,2023-03-31T13:36:33.230Z,2023-03-31T13:36:32.000Z
1.08561,2023-03-31T13:36:34.358Z,2023-03-31T13:36:33.000Z
1.08559,2023-03-31T13:36:35.204Z,2023-03-31T13:36:34.000Z
1.0856,2023-03-31T13:36:36.116Z,2023-03-31T13:36:35.000Z
1.08559,2023-03-31T13:36:37.118Z,2023-03-31T13:36:36.000Z
1.08559,2023-03-31T13:36:38.223Z,2023-03-31T13:36:36.000Z
1.08559,2023-03-31T13:36:39.187Z,2023-03-31T13:36:36.000Z
1.08557,2023-03-31T13:36:40.187Z,2023-03-31T13:36:39.000Z
1.0856,2023-03-31T13:36:41.231Z,2023-03-31T13:36:40.000Z
1.08562,2023-03-31T13:36:42.271Z,2023-03-31T13:36:41.000Z
1.08559,2023-03-31T13:36:43.153Z,2023-03-31T13:36:42.000Z
1.08559,2023-03-31T13:36:44.578Z,2023-03-31T13:36:42.000Z
1.08559,2023-03-31T13:36:45.542Z,2023-03-31T13:36:44.000Z
1.08562,2023-03-31T13:36:46.355Z,2023-03-31T13:36:45.000Z
1.08554,2023-03-31T13:36:47.157Z,2023-03-31T13:36:46.000Z
1.08553,2023-03-31T13:36:48.174Z,2023-03-31T13:36:47.000Z
1.08554,2023-03-31T13:36:49.180Z,2023-03-31T13:36:48.000Z
1.08555,2023-03-31T13:36:50.846Z,2023-03-31T13:36:49.000Z
1.08554,2023-03-31T13:36:51.180Z,2023-03-31T13:36:50.000Z
1.08558,2023-03-31T13:36:52.185Z,2023-03-31T13:36:51.000Z
1.08559,2023-03-31T13:36:53.191Z,2023-03-31T13:36:52.000Z
1.08559,2023-03-31T13:36:54.194Z,2023-03-31T13:36:52.000Z
1.08559,2023-03-31T13:36:55.554Z,2023-03-31T13:36:52.000Z
1.08559,2023-03-31T13:36:56.209Z,2023-03-31T13:36:52.000Z
1.08558,2023-03-31T13:36:57.328Z,2023-03-31T13:36:56.000Z
1.08556,2023-03-31T13:36:58.226Z,2023-03-31T13:36:57.000Z
1.08556,2023-03-31T13:36:59.240Z,2023-03-31T13:36:58.000Z
1.08554,2023-03-31T13:37:00.246Z,2023-03-31T13:36:59.000Z
1.08555,2023-03-31T13:37:01.391Z,2023-03-31T13:37:00.000Z
1.08554,2023-03-31T13:37:02.551Z,2023-03-31T13:37:01.000Z
1.08556,2023-03-31T13:37:03.298Z,2023-03-31T13:37:02.000Z
1.08558,2023-03-31T13:37:04.259Z,2023-03-31T13:37:03.000Z
1.08557,2023-03-31T13:37:05.285Z,2023-03-31T13:37:04.000Z
1.08557,2023-03-31T13:37:06.957Z,2023-03-31T13:37:06.000Z
1.08551,2023-03-31T13:37:07.292Z,2023-03-31T13:37:07.000Z
1.08551,2023-03-31T13:37:08.664Z,2023-03-31T13:37:07.000Z
1.08551,2023-03-31T13:37:09.338Z,2023-03-31T13:37:07.000Z
1.08551,2023-03-31T13:37:10.308Z,2023-03-31T13:37:09.000Z
1.08552,2023-03-31T13:37:11.352Z,2023-03-31T13:37:10.000Z
1.08552,2023-03-31T13:37:12.334Z,2023-03-31T13:37:11.000Z
1.08552,2023-03-31T13:37:13.353Z,2023-03-31T13:37:12.000Z
1.08551,2023-03-31T13:37:14.340Z,2023-03-31T13:37:13.000Z
1.08556,2023-03-31T13:37:15.353Z,2023-03-31T13:37:14.000Z
1.08556,2023-03-31T13:37:16.453Z,2023-03-31T13:37:15.000Z
1.08556,2023-03-31T13:37:17.553Z,2023-03-31T13:37:16.000Z
1.08556,2023-03-31T13:37:18.483Z,2023-03-31T13:37:16.000Z
1.08556,2023-03-31T13:37:19.403Z,2023-03-31T13:37:16.000Z
1.08556,2023-03-31T13:37:20.492Z,2023-03-31T13:37:16.000Z
1.08556,2023-03-31T13:37:21.461Z,2023-03-31T13:37:16.000Z
1.0854,2023-03-31T13:37:22.410Z,2023-03-31T13:37:21.000Z
1.0854,2023-03-31T13:37:23.392Z,2023-03-31T13:37:21.000Z
1.08555,2023-03-31T13:37:24.420Z,2023-03-31T13:37:23.000Z
1.08556,2023-03-31T13:37:25.440Z,2023-03-31T13:37:24.000Z
1.08557,2023-03-31T13:37:26.435Z,2023-03-31T13:37:25.000Z
1.08557,2023-03-31T13:37:27.522Z,2023-03-31T13:37:26.000Z
1.08557,2023-03-31T13:37:28.594Z,2023-03-31T13:37:26.000Z
1.08556,2023-03-31T13:37:29.910Z,2023-03-31T13:37:28.000Z
1.08554,2023-03-31T13:37:30.649Z,2023-03-31T13:37:30.000Z
1.0854,2023-03-31T13:37:31.674Z,2023-03-31T13:37:31.000Z
1.08556,2023-03-31T13:37:32.684Z,2023-03-31T13:37:32.000Z
1.08556,2023-03-31T13:37:33.874Z,2023-03-31T13:37:32.000Z
1.08556,2023-03-31T13:37:34.717Z,2023-03-31T13:37:32.000Z
1.08556,2023-03-31T13:37:35.749Z,2023-03-31T13:37:32.000Z
1.08556,2023-03-31T13:37:36.717Z,2023-03-31T13:37:32.000Z
1.08556,2023-03-31T13:37:37.727Z,2023-03-31T13:37:32.000Z
1.08557,2023-03-31T13:37:38.723Z,2023-03-31T13:37:38.000Z
1.08557,2023-03-31T13:37:39.727Z,2023-03-31T13:37:38.000Z
1.08557,2023-03-31T13:37:40.765Z,2023-03-31T13:37:38.000Z
1.0856,2023-03-31T13:37:41.656Z,2023-03-31T13:37:41.000Z
1.0856,2023-03-31T13:37:42.751Z,2023-03-31T13:37:41.000Z
1.0856,2023-03-31T13:37:43.684Z,2023-03-31T13:37:41.000Z
1.0856,2023-03-31T13:37:44.651Z,2023-03-31T13:37:41.000Z
1.08557,2023-03-31T13:37:45.679Z,2023-03-31T13:37:45.000Z
1.0855,2023-03-31T13:37:46.752Z,2023-03-31T13:37:46.000Z
1.08557,2023-03-31T13:37:47.875Z,2023-03-31T13:37:46.000Z
1.08557,2023-03-31T13:37:48.794Z,2023-03-31T13:37:46.000Z
1.08561,2023-03-31T13:37:49.759Z,2023-03-31T13:37:49.000Z
1.08561,2023-03-31T13:37:50.725Z,2023-03-31T13:37:49.000Z
1.0854,2023-03-31T13:37:51.745Z,2023-03-31T13:37:51.000Z
1.0854,2023-03-31T13:37:52.741Z,2023-03-31T13:37:51.000Z
1.0856,2023-03-31T13:37:53.797Z,2023-03-31T13:37:53.000Z
1.0856,2023-03-31T13:37:54.764Z,2023-03-31T13:37:53.000Z
1.0856,2023-03-31T13:37:56.044Z,2023-03-31T13:37:53.000Z
1.08561,2023-03-31T13:37:56.789Z,2023-03-31T13:37:56.000Z
1.0856,2023-03-31T13:37:57.959Z,2023-03-31T13:37:57.000Z
1.08561,2023-03-31T13:37:59.049Z,2023-03-31T13:37:57.000Z
1.08559,2023-03-31T13:37:59.849Z,2023-03-31T13:37:59.000Z
1.08559,2023-03-31T13:38:00.825Z,2023-03-31T13:37:59.000Z
1.0854,2023-03-31T13:38:02.019Z,2023-03-31T13:38:01.000Z
1.08559,2023-03-31T13:38:03.032Z,2023-03-31T13:38:02.000Z
1.0856,2023-03-31T13:38:04.063Z,2023-03-31T13:38:02.000Z
1.0856,2023-03-31T13:38:04.979Z,2023-03-31T13:38:02.000Z
